dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
0.001108,udp,dns,CON,2,2,132,164,2707.581093,31,29,476534.2813,592057.75,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,9,0,1,2,1,2,0,0,0,2,4,0,0
0.931,tcp,-,FIN,10,6,654,268,16.111708,254,252,5061.224609,1924.812012,2,1,99.467556,157.888203,6050.964907,274.728656,255,2721116108,4080548203,255,0.193798,0.14155,0.052248,65,45,0,0,3,1,2,1,1,3,0,0,0,1,4,0,0
0.001035,udp,dns,CON,2,2,132,164,2898.550823,31,29,510144.9375,633816.4375,0,0,0.001,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,7,0,6,3,1,1,0,0,0,16,3,0,0
0.005228,tcp,-,FIN,24,20,2158,1918,8224.942259,31,29,3166029.0,2789594.25,6,5,0.227304,0.236421,13.595625,14.177905,255,1101394688,3247096838,255,0.00073,0.000599,0.000131,90,96,0,0,7,0,3,1,1,1,0,0,0,3,9,0,0
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.728,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0
0.638235,tcp,-,FIN,10,6,534,268,23.502316,254,252,6029.127441,2807.743408,2,1,70.810556,117.09,3879.520619,174.081797,255,885281531,3953221743,255,0.126506,0.052777,0.073729,53,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
0.001098,udp,dns,CON,2,2,132,164,2732.24049,31,29,480874.3125,597449.9375,0,0,0.007,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,3,0,4,1,1,1,0,0,0,12,2,0,0
0.06794,tcp,-,FIN,60,62,3598,48710,1780.983306,31,29,416720.6563,5643215.0,7,24,1.146186,1.10482,73.990894,73.611419,255,1761451797,1761739586,255,0.00091,0.000537,0.000373,60,786,0,0,5,0,1,1,1,1,0,0,0,1,10,0,0
0.018067,tcp,ssh,FIN,106,114,9400,12298,12121.54728,31,29,4123318.75,5398129.0,26,31,0.1776,0.159147,10.942312,10.02064,255,345823403,2491588643,255,0.000836,0.000711,0.000125,89,108,0,0,1,0,2,1,1,1,0,0,0,4,2,0,0
1.223697,tcp,-,FIN,10,8,534,354,13.892329,254,252,3144.569336,2026.64563,2,1,135.966333,159.146578,7378.888838,303.611125,255,1886452481,425331044,255,0.199936,0.108889,0.091047,53,44,0,0,5,1,1,1,1,3,0,0,0,2,3,0,0
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.636,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0
0.710741,tcp,-,FIN,10,6,764,268,21.104735,254,252,7744.030762,2521.312256,2,1,74.089222,112.573203,3924.126824,165.047562,255,547816398,3309023367,255,0.296235,0.147874,0.148361,76,45,0,0,5,1,1,1,1,3,0,0,0,2,3,0,0
1.838524,tcp,http,FIN,10,10,850,1234,10.334377,62,252,3328.757324,4834.312988,2,2,204.280444,187.864109,11542.89274,334.089812,255,347727841,564091746,255,0.229459,0.113272,0.116187,85,123,1,150,1,1,1,1,1,1,0,0,1,1,1,0,0
0.382931,tcp,-,FIN,10,6,566,268,39.171548,254,252,10654.66113,4679.694336,2,1,38.143556,68.292398,2007.616335,104.681219,255,537770334,1310468461,255,0.089539,0.04146,0.048079,57,45,0,0,12,1,2,2,1,11,0,0,0,3,11,0,0
0.050757,tcp,-,FIN,40,42,2542,23508,1595.839049,31,29,390724.4375,3617077.5,7,14,1.327184,1.224537,78.782983,75.650769,255,8939287,2186474745,255,0.000671,0.000547,0.000124,64,560,0,0,6,0,1,1,1,1,0,0,0,6,4,0,0
1.235721,tcp,-,FIN,10,8,534,354,13.757151,254,252,3113.971436,2006.925537,2,1,129.239889,153.026719,6729.246915,258.011156,255,1970565133,1810035992,255,0.333044,0.164526,0.168518,53,44,0,0,8,1,1,1,1,4,0,0,0,2,6,0,0
3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,2,2,4,0,0,0,5,3,0,1
0.004091,tcp,ftp-data,FIN,6,8,320,1910,3177.707019,31,29,522121.7188,3269616.0,1,2,0.7566,0.380286,38.281491,0.65913,255,1117959605,1121642291,255,0.001563,0.001426,0.000137,53,239,0,0,3,0,6,1,1,4,0,0,0,8,3,0,0
0.560813,tcp,ssh,FIN,32,24,3728,5474,98.071905,31,29,51525.19531,74834.21094,7,7,18.090743,24.353174,1164.526116,35.338531,255,2701405658,556318284,255,0.000694,0.000564,0.00013,117,228,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0
0.001087,udp,dns,CON,2,2,146,178,2759.889575,31,29,537258.5,655013.8125,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,2,1,1,1,0,0,0,1,3,0,0
8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,3,1,1,3,0,0,0,1,12,0,0
3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,5,2,1,1,1,3,0,0,0,1,3,0,0
0.018558,tcp,-,FIN,16,18,1540,1644,1778.208927,31,29,622480.875,669468.6875,4,4,1.216267,1.063235,73.970617,2.094245,255,760885448,2911481689,255,0.000616,0.00048,0.000136,96,91,0,0,12,0,7,6,1,6,0,0,0,13,10,0,0
0.014167,tcp,-,FIN,16,18,1540,1644,2329.357021,31,29,815416.125,876967.625,4,4,0.923733,0.804765,66.240916,1.52285,255,3034666681,891206154,255,0.000595,0.000466,0.000129,96,91,0,0,8,0,6,4,1,6,0,0,0,6,6,0,0
0.016787,tcp,-,FIN,48,50,2958,32642,5778.280812,31,29,1380592.125,15245130.0,7,18,0.350404,0.332469,19.756384,19.4259,255,1801421070,1816753785,255,0.000626,0.00049,0.000136,62,653,0,0,9,0,1,1,1,1,0,0,0,2,9,0,0
0.619064,tcp,-,CON,6,2,978,86,11.307394,62,252,10532.0293,555.677612,2,1,123.8128,0.002,6292.039349,0.0,255,29888370,4216188010,255,0.25287,0.191432,0.061438,163,43,0,0,5,3,2,2,1,4,0,0,0,3,4,0,0
0.074373,tcp,-,FIN,22,24,1920,4312,605.058292,31,29,197168.3281,444569.9375,6,6,3.524619,3.200478,344.415932,329.130289,255,2928208849,783200487,255,0.000931,0.000761,0.00017,87,180,0,0,5,0,2,1,1,1,0,0,0,1,3,0,0
9e-06,mfe-nsp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,3,4,0,1
0.589355,tcp,-,FIN,10,6,2516,268,25.451553,254,252,30745.47656,3040.612305,2,1,57.303,103.362602,2940.200486,133.558516,255,326080418,771380367,255,0.144305,0.07254,0.071765,252,45,0,0,6,1,2,2,2,3,0,0,0,3,3,0,0
1.166547,tcp,-,FIN,16,12,1548,642,23.145232,254,252,9957.59375,4039.271729,8,4,7367.057186,9821.045,922776.5065,32243.938,255,3947632964,1112680136,255,0.120631,0.053688,0.066943,97,54,0,0,5,1,2,2,2,4,0,0,0,3,4,0,0
0.026569,tcp,-,FIN,40,42,2542,23508,3048.665794,31,29,746433.8125,6910008.0,7,14,0.690921,0.649725,0.0,42.941495,255,2121847386,2148486636,255,0.000714,0.000576,0.000138,64,560,0,0,6,0,7,1,1,1,0,0,0,4,9,0,0
1.772917,tcp,http,FIN,10,8,824,1128,9.588717,62,252,3348.154541,4453.677246,2,2,196.990778,237.942,12776.07301,482.707313,255,3455151481,3038936167,255,0.133113,0.066326,0.066787,82,141,1,162,4,1,1,1,1,4,0,0,1,1,4,0,0
0.001703,udp,-,CON,4,4,536,304,4110.393314,31,29,1888432.125,1071051.0,0,0,0.443667,0.199333,0.620368,0.276247,0,0,0,0,0.0,0.0,0.0,134,76,0,0,4,0,5,1,1,4,0,0,0,5,8,0,0
1.375854,tcp,-,FIN,40,42,2558,23162,58.872525,31,29,14507.35352,131473.25,7,14,35.270153,33.530123,2820.506405,2750.717551,255,169420096,1077905678,255,0.001233,0.001116,0.000117,64,551,0,0,12,0,1,1,1,1,0,0,0,12,7,0,0
0.005291,tcp,-,FIN,24,20,2158,1918,8127.008114,31,29,3128331.0,2756378.75,6,5,0.230043,0.238263,13.77677,14.329497,255,91723933,92050523,255,0.000759,0.000624,0.000135,90,96,0,0,13,0,6,1,1,1,0,0,0,3,6,0,0
0.529907,tcp,-,FIN,10,6,534,268,28.306854,254,252,7261.651855,3381.725586,2,1,54.254444,83.620797,2835.819978,127.577383,255,3641339492,3233921725,255,0.184923,0.1118,0.073123,53,45,0,0,5,1,4,4,2,5,0,0,0,7,5,0,0
0.004099,tcp,-,FIN,22,14,1470,1728,8538.668427,31,29,2740180.75,3132471.5,5,4,0.19519,0.264846,12.026162,0.355516,255,4279086721,2133978403,255,0.000653,0.000529,0.000124,67,123,0,0,4,0,2,1,1,3,0,0,0,4,7,0,0
0.000986,udp,dns,CON,2,2,146,178,3042.596172,31,29,592292.0625,722109.5,0,0,0.01,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,5,2,1,1,0,0,0,2,1,0,0
0.00108,udp,dns,CON,2,2,146,178,2777.777885,31,29,540740.75,659259.3125,0,0,0.003,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,2,2,1,2,0,0,0,4,2,0,0
0.025278,tcp,ftp,FIN,52,54,2934,3742,4153.80961,31,29,910831.5625,1162433.75,11,15,0.509388,0.466906,37.313173,0.91593,255,3204521764,1060106900,255,0.000653,0.000528,0.000125,56,69,0,0,2,0,6,1,1,5,1,1,0,7,1,0,0
0.036097,udp,-,CON,4,4,520,304,193.921926,31,29,86433.77344,50530.51172,0,0,6.651,7.668,9.393206,10.832169,0,0,0,0,0.0,0.0,0.0,130,76,0,0,7,0,3,1,1,2,0,0,0,4,7,0,0
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.572,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0
0.004117,tcp,-,FIN,12,12,1064,2260,5586.592292,31,29,1896526.625,4026232.75,4,4,0.342909,0.317182,17.276251,0.382013,255,2712168995,2712480543,255,0.000763,0.000619,0.000144,89,188,0,0,7,0,3,2,2,3,0,0,0,6,10,0,0
0.684726,tcp,http,FIN,10,8,840,1114,24.827449,62,252,8832.730469,11391.41797,2,2,76.080667,82.674141,3961.981395,136.121359,255,3952966520,797223492,255,0.142546,0.084647,0.057899,84,139,1,136,2,1,1,1,1,2,0,0,1,1,2,0,0
3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,2,2,3,0,0,0,2,3,0,1
0.016389,tcp,ssh,FIN,70,64,12472,12924,8115.199566,31,29,6001098.5,6210507.5,17,17,0.237522,0.24781,14.177523,14.225394,255,2568710343,423594963,255,0.000787,0.000605,0.000182,178,202,0,0,1,0,2,1,1,1,0,0,0,1,2,0,0
1.006139,tcp,-,FIN,122,126,7816,15092,245.492909,31,29,61637.60547,119053.125,30,32,8.381033,8.045208,522.898839,513.162466,255,576285139,577280937,255,0.000604,0.000485,0.000119,64,120,0,0,4,0,4,1,1,1,0,0,0,3,3,0,0
0.321339,tcp,ftp-data,FIN,6,8,320,1910,40.455717,31,29,6647.185547,41625.82031,1,2,64.2014,45.834145,4530.156555,111.972352,255,3635676911,3762225947,255,0.00063,0.000494,0.000136,53,239,0,0,1,0,4,1,1,1,0,0,0,1,1,0,0
0.001011,udp,dns,CON,2,2,130,162,2967.359007,31,29,514342.2188,640949.5625,0,0,0.01,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,4,0,2,1,1,1,0,0,0,1,3,0,0
0.319721,tcp,-,FIN,28,28,4456,2976,172.024977,31,29,107518.7422,71812.60938,7,7,11.829519,11.76737,700.154493,18.756238,255,1851095972,4004877632,255,0.00216,0.001999,0.000161,159,106,0,0,15,0,3,1,1,8,0,0,0,2,19,0,0
4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,3,3,3,10,0,0,0,9,9,0,1
0.550923,tcp,-,FIN,10,6,546,268,27.227036,254,252,7144.374023,3252.723145,2,1,58.480778,94.582602,2937.856931,140.742078,255,2046761998,3884142775,255,0.15932,0.078001,0.081319,55,45,0,0,6,1,1,1,1,5,0,0,0,1,7,0,0
0.001096,udp,dns,CON,2,2,132,164,2737.226368,31,29,481751.8438,598540.1875,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,0,3,1,1,3,0,0,0,13,1,0,0
0.478876,tcp,-,FIN,16,18,1540,1644,68.911368,31,29,24123.15625,25944.08594,4,4,31.903668,28.137824,2009.786437,52.701082,255,3945166925,4058265415,255,0.00088,0.000532,0.000348,96,91,0,0,11,0,6,6,1,5,0,0,0,6,13,0,0
0.024924,tcp,-,FIN,60,62,3614,50036,4854.758324,31,29,1140747.875,15801316.0,7,24,0.417119,0.398033,22.098411,21.734239,255,9554850,2159462974,255,0.000764,0.000634,0.00013,60,807,0,0,6,0,3,1,1,1,0,0,0,6,5,0,0
0.749725,tcp,http,FIN,60,14,68199,612,97.369037,254,252,715601.0625,6071.55957,27,1,12.707203,54.558691,1324.540809,72.099187,255,3433636284,1775659422,255,0.078087,0.039859,0.038228,1137,44,1,0,1,1,1,1,1,1,0,0,1,2,1,0,0
1.009626,tcp,http,FIN,14,18,1684,10168,30.704438,31,29,12392.70703,76099.46094,3,5,77.634079,59.360647,8765.61529,7674.552678,255,1889945023,4036253770,255,0.000621,0.000492,0.000129,120,565,1,3924,2,0,3,1,1,1,0,0,1,1,1,0,0
10.78927,tcp,-,REQ,6,0,270,0,0.463423,254,0,166.832413,0.0,5,0,2157.854,0.0,3998.48475,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,52,6,25,2,2,51,0,0,0,26,51,0,0
0.001083,udp,dns,CON,2,2,146,178,2770.083151,31,29,539242.875,657433.0625,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,2,1,1,1,0,0,0,3,3,0,0
0.551932,tcp,ssh,FIN,128,124,12752,13202,454.766186,31,29,183399.4063,189820.5,35,33,4.451065,4.671364,439.719368,452.569313,255,2563437748,418362504,255,0.000701,0.000576,0.000125,100,106,0,0,2,0,4,1,1,3,0,0,0,2,1,0,0
0.838007,tcp,-,CON,6,2,978,86,8.353152,62,252,7780.364746,410.497772,2,1,167.6014,0.007,10987.20825,0.0,255,4077037113,1202903445,255,0.77439,0.350665,0.423725,163,43,0,0,2,3,1,1,1,2,0,0,0,1,2,0,0
0.48601,tcp,-,FIN,10,6,2516,268,30.863563,254,252,37283.18359,3687.166992,2,1,46.586889,84.927203,2477.943994,118.025688,255,2676090485,3510588137,255,0.129651,0.061365,0.068286,252,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,0
0.004427,udp,-,CON,4,4,568,304,1581.206253,31,29,769821.5625,412017.1875,0,0,1.174667,0.973333,1.652746,1.365895,0,0,0,0,0.0,0.0,0.0,142,76,0,0,8,0,2,1,1,3,0,0,0,2,8,0,0
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.732,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0
0.859986,tcp,-,FIN,10,10,608,646,22.093383,254,252,5097.757324,5414.041504,2,3,95.554,83.199445,5687.076158,153.557109,255,1717603558,2241345405,255,0.132129,0.057391,0.074738,61,65,0,0,4,1,1,1,1,3,0,0,0,1,3,0,0
0.001584,udp,-,CON,4,4,520,304,4419.192047,31,29,1969697.0,1151515.125,0,0,0.402667,0.198333,0.564506,0.276953,0,0,0,0,0.0,0.0,0.0,130,76,0,0,4,0,4,1,1,2,0,0,0,3,11,0,0
0.4745,tcp,-,FIN,10,6,1278,268,31.612223,254,252,19405.68945,3776.606934,2,1,50.359,67.741,2688.042134,95.546203,255,2320223413,2308880612,255,0.211479,0.135786,0.075693,128,45,0,0,2,1,5,1,1,5,0,0,0,5,1,0,1
0.175735,tcp,smtp,FIN,54,42,37938,3380,540.586689,31,29,1695097.75,150226.2031,19,8,3.372923,4.272292,420.344823,14.518674,255,3418354937,1269828068,255,0.000726,0.000568,0.000158,703,80,0,0,2,0,1,1,1,2,0,0,0,2,1,0,0
0.721805,tcp,-,FIN,10,6,2516,268,20.781237,254,252,25103.73438,2482.665039,2,1,73.105222,129.517797,3557.433002,178.780531,255,694120261,2213276724,255,0.146932,0.074213,0.072719,252,45,0,0,7,1,2,2,1,4,0,0,0,3,4,0,0
0.001009,udp,dns,CON,2,2,146,178,2973.240834,31,29,578790.875,705649.1875,0,0,0.003,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,1,1,1,1,0,0,0,2,3,0,0
0.001065,udp,dns,CON,2,2,130,162,2816.901513,31,29,488262.9375,608450.75,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,1,1,1,1,0,0,0,1,1,0,0
0.004767,udp,-,CON,4,4,568,312,1468.428717,31,29,714915.0,392699.7813,0,0,1.232,1.037333,1.723942,1.454284,0,0,0,0,0.0,0.0,0.0,142,78,0,0,2,0,4,1,1,3,0,0,0,2,4,0,0
1.144604,tcp,-,FIN,10,8,756,354,14.852299,254,252,4759.725098,2166.688232,2,1,116.470889,153.079859,6860.185875,221.516469,255,3419807339,1848568674,255,0.186118,0.073036,0.113082,76,44,0,0,4,1,1,1,1,3,0,0,0,1,3,0,0
0.938234,tcp,-,FIN,28,16,24146,850,45.830786,254,252,198534.7031,6795.746094,11,4,34.749407,59.809465,3249.147801,69.705523,255,1364483797,1773871031,255,0.093006,0.040105,0.052901,862,53,0,0,5,1,1,1,1,4,0,0,0,1,4,0,0
0.050678,tcp,-,FIN,42,42,2646,23508,1637.791551,31,29,407750.9063,3622716.0,7,14,1.228512,1.209098,0.0,2.112775,255,1681983944,1731397365,255,0.003014,0.001101,0.001913,63,560,0,0,6,0,1,1,1,1,0,0,0,2,4,0,0
0.087276,udp,-,CON,4,4,568,320,80.205329,31,29,39048.53906,21999.17578,0,0,23.998666,23.991666,33.925805,33.925805,0,0,0,0,0.0,0.0,0.0,142,80,0,0,11,0,4,1,1,4,0,0,0,7,9,0,0
0.054822,tcp,ssh,FIN,62,58,5928,8010,2170.66135,31,29,851191.125,1148735.875,14,17,0.945207,0.966125,150.388367,156.23609,255,3763333458,3763614411,255,0.000736,0.000595,0.000141,96,138,0,0,1,0,4,1,1,3,0,0,0,4,1,0,0
0.001055,udp,dns,CON,2,2,146,178,2843.601894,31,29,553554.5,674881.5,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,6,0,2,2,1,1,0,0,0,3,5,0,0
0.830729,tcp,-,FIN,122,126,7816,16782,297.32921,31,29,74652.5,160331.4688,30,32,6.862446,6.640552,465.059231,460.764055,255,212514630,2358946737,255,0.000811,0.000655,0.000156,64,133,0,0,6,0,1,1,1,1,0,0,0,4,5,0,0
